movie_title,title_year,genres,actor_1_name,actor_2_name,actor_3_name,director_name,keywords
Attraction,2017,Drama Romance Sci-Fi,Rinal Mukhametov,Sergey Garmash,Oleg Menshikov,Fyodor Bondarchuk,ufo extraterrestrial alien ufo crash site alien ship
Family Heist,2017,Comedy,Jean Reno,Reem Kherici,Camille Chamoux,Pascal Bourdiaux,
Don't Knock Twice,2017,Horror,Katee Sackhoff,Lucy Boynton,Javier Botet,Caradog W. James,witch deception prank urban legend evil spirit mother daughter relationship custody sculptor haunted jump scare
The Ticket,2017,Drama,Dan Stevens,Malin Åkerman,Kerry Bishé,Ido Fluk,regret obsession greed loss betrayal blindness blind man life lessons moral unfaithful husband superficial
Lavender,2017,Drama Thriller,Abbie Cornish,Dermot Mulroney,Diego Klattenhoff,Ed Gass-Donnelly,photographer memory loss psychiatrist failing marriage traumatic accident photos
Detour,2017,Thriller,Tye Sheridan,Bel Powley,Emory Cohen,Christopher Smith,mother law light student law student
The Book of Love,2017,Drama,Jason Sudeikis,Maisie Williams,Jessica Biel,Bill Purple,architect raft waif
The Other Side of Hope,2017,Comedy Drama,Sakari Kuosmanen,Sherwan Haji,Simon Al-Bazoon,Aki Kaurismäki,
Trumped: Inside the Greatest Political Upset of All Time,2017,Documentary,Donald Trump,[],[],Mary Robertson,politics election political campaign presidential campaign
Hickey,2017,Comedy,Troy Doherty,Flavia Watson,Raychel Diane Weiner,Alex Grossman,insecurity
The Man Who Was Too Free,2017,Documentary,[],[],[],Вера Кричевская,politics
Orphan,2017,Drama,Adèle Exarchopoulos,Adèle Haenel,Solène Rigot,Arnaud des Pallières,
Black Snow,2017,Mystery Drama Crime Thriller,Ricardo Darín,Leonardo Sbaraglia,Laia Costa,Martín Hodara,isolation cabin snow hunt dark past
Neal Brennan: 3 Mics,2017,Comedy,Neal Brennan,[],[],Neal Brennan,stand-up comedy
"Michael Bolton's Big, Sexy Valentine's Day Special",2017,Comedy Music,Michael Bolton,Adam Scott,Sarah Shahi,Scott Aukerman,valentine's day
Lost in Florence,2017,Adventure Drama Romance,Brett Dalton,Emily Atack,Stana Katic,Evan Oppenheimer,italy soccer
Bad Kids of Crestview Academy,2017,Mystery Comedy Thriller Sci-Fi Fantasy,Gina Gershon,Sean Astin,Sammi Hanratty,Ben Browder,based on graphic novel
Smetto quando voglio: Masterclass,2017,Action Comedy Crime,Edoardo Leo,Valerio Aprea,Stefano Fresi,Sydney Sibilia,illegal drugs
Shepherds and Butchers,2017,Drama,Andrea Riseborough,Steve Coogan,Deon Lotz,Oliver Schmitz,based on novel death penalty south africa apartheid courtroom
In Dubious Battle,2017,Drama,James Franco,Nat Wolff,Selena Gomez,James Franco,california based on novel strike 1930s migratory workers
Berlin Syndrome,2017,Mystery Thriller Drama Horror,Teresa Palmer,Max Riemelt,Matthias Habich,Cate Shortland,berlin stockholm syndrome based on novel hostage photojournalist woman director
The Citizen,2017,Drama,[],[],[],Roland Vranik,drama
All This Panic,2017,Documentary,Dusty Rose Ryan,Lena M.,Ginger Leigh Ryan,Jenny Gage,coming of age teenager woman director
Youth in Oregon,2017,Comedy Drama,Frank Langella,Billy Crudup,Christina Applegate,Joel David Moore,oregon cross country reason for living euthanized
Song to Song,2017,Drama Music Romance,Michael Fassbender,Ryan Gosling,Rooney Mara,Terrence Malick,song
To the Bone,2017,Drama,Lily Collins,Carrie Preston,Lili Taylor,Marti Noxon,smoking arizona restaurant artist anorexia los angeles pregnant woman therapy eating disorder
Girlfriend's Day,2017,Comedy Drama,Bob Odenkirk,Amber Tamblyn,Natasha Lyonne,Michael Stephenson,holiday murder conspiracy greeting card
Have a Nice Day,2017,Animation Crime,Yang Siming,Cao Kou,Ma Xiaofeng,Liu Jian,stolen money violence
American Fable,2017,Drama Thriller,Peyton Kennedy,Richard Schiff,Kip Pardue,Anne Hamilton,fairy tale farmer woman director 1980s silo american midwest
Katherine Ryan: In Trouble,2017,Comedy,Katherine Ryan,[],[],Colin Dench,stand-up comedy
My Blind Date with Life,2017,Comedy,Kostja Ullmann,Anna Maria Mühe,Jacob Matschenz,Marc Rothemund,hotel visual impairment
A Good Wife,2017,Drama,Mirjana Karanović,Boris Isaković,Marko Nikolić,Mirjana Karanović,war fiction woman director
Spoor,2017,Crime Drama Mystery Thriller,Agnieszka Mandat-Grabka,Wiktor Zborowski,Jakub Gierszał,Agnieszka Holland,animal rights dark comedy political satire political allegory
God's Own Country,2017,Romance Drama,Josh O'Connor,Alec Secareanu,Ian Hart,Francis Lee,migrant farmworker farmer
A Fantastic Woman,2017,Drama,Daniela Vega,Francisco Reyes,Luis Gnecco,Sebastián Lelio,loss
Colo,2017,Drama,João Pedro Vaz,Alice Albergaria Borges,Beatriz Batarda,Teresa Villaverde,
"Ana, My Love",2017,Drama,Mircea Postelnicu,Diana Cavallioti,Carmen Tănase,Călin Peter Netzer,
Hostages,2017,Drama,Irakli Kvirikadze,Tinatin Dalakishvili,Merab Ninidze,Rezo Gigineishvili,soviet union
Lovesong,2017,Drama Romance,Jena Malone,Riley Keough,Jessie Ok Gray,So Yong Kim,female friendship road trip loneliness wedding unspoken love woman director
Jen Kirkman: Just Keep Livin',2017,Comedy,Jen Kirkman,[],[],Lance Bangs,stand-up comedy
Major Grom,2017,Action Adventure Sci-Fi Drama,Aleksandr Gorbatov,Ivan Fominov,Anton Kuznetsov,Vladimir Besedin,
Becoming Warren Buffett,2017,Documentary,Warren Buffett,Susan Buffett,Bill Gates,Brian Oakes,money billionaire investing
Everybody Loves Somebody,2017,Romance Comedy,Karla Souza,José María Yazpik,Ben O'Toole,Catalina Aguilar Mastretta,love triangle wedding pretend relationship
R.A.I.D. Special Unit,2017,Action Comedy,Alice Pol,Dany Boon,Michel Blanc,Dany Boon,
Britney Ever After,2017,Drama TV Movie,Natasha Bassett,Jenna Berman,Matthew Harrison,Leslie Libman,biography
"Nick Cannon: Stand Up, Don't Shoot",2017,Comedy,Nick Cannon,[],[],Gil Cunha,stand-up comedy
Fair Haven,2017,Family Drama,Tom Wopat,Michael Grant,Gregory Harrison,Kerstin Karlhuber,woman director
Oklahoma City,2017,Documentary,[],[],[],Barak Goodman,terrorism bombing
Asteria,2017,Animation Comedy Sci-Fi,Benoît Allemane,Gabriel Bismuth-Bienaimé,[],Jean-Charles Lusseau,alien planet astronaut
The Glass Castle,2017,Drama,Brie Larson,Woody Harrelson,Naomi Watts,Destin Cretton,book based on memoir or autobiography memoir
Fare,2017,Drama Thriller,Thomas Torrey,Katherine Drew,J.R. Adduci,Thomas Torrey,ride-share
Tom of Finland,2017,Drama,Pekka Strang,Lauri Tilkanen,Jakob Oftebro,Dome Karukoski,biography homosexuality
Deconstructing Sgt. Pepper's Lonely Hearts Club Band,2017,[],Scott Freiman,Janet Maslin,[],Scott Freiman,
Donald Cried,2017,Drama Comedy,Louisa Krause,Allie Marshall,Ariana DeFusco,Kris Avedisian,hometown journey death of grandmother childhood friend favor
Zombie Pizza,2017,Horror Comedy,Rachel Barrer,Gleb Kaminer,Shaun Rey,Mike Dudko,pizza zombie zombie apocalypse
Their Finest,2017,Romance War Comedy Drama,Gemma Arterton,Sam Claflin,Bill Nighy,Lone Scherfig,based on novel world war ii britain war propaganda woman director
The Ottoman Lieutenant,2017,Romance Drama War,Michiel Huisman,Hera Hilmar,Josh Hartnett,Joseph Ruben,nurse world war i lieutenant ottoman empire
Lady Macbeth,2017,Drama,Florence Pugh,Cosmo Jarvis,Paul Hilton,William Oldroyd,female nudity arranged marriage long take older man younger woman relationship false accusations pregnant woman sex scene face slap child murder groom
The Sense of an Ending,2017,Mystery Drama,Jim Broadbent,Charlotte Rampling,Harriet Walter,Ritesh Batra,based on novel jealousy letter revenge memory flashback
Carrie Pilby,2017,Drama Comedy,Bel Powley,Nathan Lane,Gabriel Byrne,Susan Johnson,new york genius dating teenager woman director
The Institute,2017,Thriller,James Franco,Tim Blake Nelson,Lori Singer,Pamela Romanowsky,baltimore mental institution 19th century pseudo-scientific experiments
Internet - O Filme,2017,Comedy,Felipe Castanhari,Rafinha Bastos,PC Siqueira,Filippo Capuzzi Lapietra,brazilian youtubers
Patients,2017,Drama Comedy,Pablo Pauly,Soufiane Guerrab,Moussa Mansaly,Grand Corps Malade,
The Shack,2017,Drama Fantasy,Sam Worthington,Octavia Spencer,Tim McGraw,Stuart Hazeldine,based on novel christian loss of daughter death of a child guilt death of daughter family trip
The Bride,2017,Mystery Horror Thriller,Victoria Agalakova,Vyacheslav Chepurchenko,Alexandra Rebenok,Svyatoslav Podgayevskiy,
Life,2017,Horror Sci-Fi Thriller,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Daniel Espinosa,mars alien life-form space astronaut space station intelligent trapped in space extraterrestrial life
Kaabil,2017,Action Crime Romance,Hrithik Roshan,Yami Gautam,Ronit Roy,Sanjay Gupta,revenge blind woman murdered blind man
The Raking,2017,Horror,Cree Kelly,Allie Rivera,Thatcher Robinson,Bryan Brewer,monster horror urban legend creature college student camping trip
Sleight,2017,Drama Thriller Action Sci-Fi,Jacob Latimore,Seychelle Gabriel,Sasheer Zamata,J.D. Dillard,mother kidnapping drug dealer magic sister los angeles dead mother death young street
Kurt Braunohler: Trust Me,2017,Comedy,Kurt Braunohler,[],[],Shannon Hartman,stand-up comedy
Buster's Mal Heart,2017,Mystery Drama,Rami Malek,DJ Qualls,Kate Lyn Sheil,Sarah Adina Smith,bath shower on the run woman director mountain man authorities
The King,2017,Drama Crime,Jo In-sung,Jung Woo-sung,Bae Seong-woo,Han Jae-rim,
Ghosts of Darkness,2017,Horror,Michael Koltes,Paul Flannery,Lisa Livingstone,David Ryan Keith,haunted house possession paranormal haunting rural setting paranormal investigation ghost hunter
Power Rangers,2017,Action Adventure Sci-Fi,Dacre Montgomery,Naomi Scott,RJ Cyler,Dean Israelite,spaceship based on tv series tokusatsu superhero team reboot ethnic diversity
Alien: Covenant,2017,Horror Sci-Fi Thriller,Michael Fassbender,Katherine Waterston,Billy Crudup,Ridley Scott,android space travel alien life-form infection egg engineer sequel spaceship space alien gore outer space robot scientist genocide creation biological experiment acid xenomorph alien technology genetic mutation
Beata ignoranza,2017,Comedy,Marco Giallini,Alessandro Gassman,Teresa Romagnoli,Massimiliano Bruno,
Free Fire,2017,Action Comedy Crime Thriller,Sharlto Copley,Armie Hammer,Brie Larson,Ben Wheatley,sniper boston gang shootout warehouse sole survivor
Casting JonBenet,2017,Documentary,Hannah Cagwin,Aeona Cruz,Liv Bagley,Kitty Green,reenactment
Django,2017,Drama,Reda Kateb,Cécile de France,Àlex Brendemühl,Etienne Comar,
Amy Schumer: The Leather Special,2017,Comedy,Amy Schumer,[],[],Amy Schumer,sex celebrity stand-up comedy fame dating
Unexpected Journey,2017,Comedy Drama,Noah Kin,Heikki Nousiainen,Mikko Nousiainen,Samuli Valkama,road trip
The Dinner,2017,Drama Thriller,Richard Gere,Laura Linney,Steve Coogan,Oren Moverman,
Wild Mouse,2017,Comedy Crime Drama,Josef Hader,Georg Friedrich,Crina Semciuc,Josef Hader,revenge jobless unlikely friendship
The Avenue,2017,Crime Drama,Cheryl M. Bailey,Louis Ballezzi,Shawn Bittenbender,Brian Vernick,atlantic city criminal gambler
Arsenal,2017,Action Crime Thriller,Nicolas Cage,Christopher Rob Bowen,Adrian Grenier,Steven C. Miller,brother brother relationship kidnapping mobster
Rescue Under Fire,2017,War,Ariadna Gil,Roberto Álamo,Antonio Garrido,Adolfo Martínez Pérez,war drama spanish
Jim Norton: Mouthful of Shame,2017,Comedy,Jim Norton,[],[],Shannon Hartman,
From Straight A's to XXX,2017,Drama,Haley Pullos,Judd Nelson,Sasha Clements,Vanessa Parise,
The Invisible Guardian,2017,Thriller,Marta Etura ,Elvira Mínguez,Francesc Orella,Fernando González Molina,
Born in China,2017,Documentary,John Krasinski,Zhou Xun,[],Lu Chuan,china documentary animal nature
Gemini,2017,Thriller,Lola Kirke,Zoë Kravitz,John Cho,Aaron Katz,
Trevor Noah: Afraid of the Dark,2017,Comedy,Trevor Noah,[],[],David Paul Meyer,stand-up comedy
Lost in Paris,2017,Comedy,Fiona Gordon,Dominique Abel,Emmanuelle Riva,Dominique Abel,paris woman director
Dave Chappelle: The Age of Spin,2017,Comedy,Dave Chappelle,[],[],Stan Lathan,stand-up comedy comedy
David Bowie: The Last Five Years,2017,Music Documentary,Tony Visconti,Gail Ann Dorsey,Tony Basil,Francis Whately,music documentary david bowie
Sami Blood,2017,Drama,Lene Cecilia Sparrok,Mia Sparrok,Maj-Doris Rimpi,Amanda Kernell,identity lapland boarding school coming of age phrenology woman director
The Evil Within,2017,Horror,Fred Koehler,Sean Patrick Flanery,Brianna Brown,Andrew Getty,demon animatronic
The Last Word,2017,Comedy Drama,Shirley MacLaine,Amanda Seyfried,Anne Heche,Mark Pellington,suicide attempt vandalism friendship road trip advertising executive obituary radio dj obituary writer essay writer
CHiPS,2017,Action Comedy Crime,Michael Peña,Dax Shepard,Jessica McNamee,Dax Shepard,police based on tv series los angeles buddy cop corrupt cop
Table 19,2017,Comedy Drama,Anna Kendrick,Craig Robinson,June Squibb,Jeffrey Blitz,misfit wedding reception wedding rebound dumped by boyfriend wedding guest
Going in Style,2017,Crime Comedy Drama,Morgan Freeman,Michael Caine,Alan Arkin,Zach Braff,retiree bank robbery retired elderly bank heist old men
Bokeh,2017,Drama Sci-Fi Thriller,Maika Monroe,Matt O'Leary,Arnar Jónsson,Andrew Sullivan,
Alibi.com,2017,Comedy,Philippe Lacheau,Élodie Fontan,Julien Arruti,Philippe Lacheau,
Dave Chappelle: Deep in the Heart of Texas,2017,Comedy,Dave Chappelle,[],[],Stan Lathan,stand-up comedy comedy
All Nighter,2017,Comedy,J.K. Simmons,Analeigh Tipton,Emile Hirsch,Gavin Wiesen,workaholic ex-boyfriend banjo night father-in-law daughter party search hollywood
Mr & Mme Adelman,2017,Romance Drama Comedy,Nicolas Bedos,Doria Tillier,Denis Podalydès,Nicolas Bedos,
Deidra & Laney Rob a Train,2017,Drama Comedy Crime,Ashleigh Murray,Rachel Crow,Tim Blake Nelson,Sydney Freeland,
Carnage: Swallowing the Past,2017,Sci-Fi Comedy Documentary,Simon Amstell,Linda Bassett,Martin Freeman,Simon Amstell,
The Most Hated Woman in America,2017,Crime Drama,Melissa Leo,Josh Lucas,Michael Chernus,Tommy O'Haver,biography
Bitter Harvest,2017,War Drama History Romance,Max Irons,Samantha Barks,Terence Stamp,George Mendeluk,ukraine ukrainian village holodomor
Vengeance: A Love Story,2017,Action Thriller,Nicolas Cage,Deborah Kara Unger,Anna Hutchison,Johnny Martin,
The Bar,2017,Horror Thriller Comedy,Mario Casas,Blanca Suárez,Carmen Machi,Álex de la Iglesia,
Middle Man,2017,Drama Comedy Crime Thriller,Jim O'Heir,Andrew J. West,Josh McDermitt,Ned Crowley,road trip stand-up comedy murder las vegas
Miles,2017,Drama,Tim Boardman,Missi Pyle,Stephen Root,Nathan Adloff,volleyball
Smurfs: The Lost Village,2017,Adventure Animation Comedy Family,Julia Roberts,Ariel Winter,Ellie Kemper,Kelly Asbury,sequel kids
The Discovery,2017,Drama Romance Sci-Fi Thriller,Jason Segel,Rooney Mara,Robert Redford,Charlie McDowell,suicide life after death love story
Viceroy's House,2017,Drama History,Hugh Bonneville,Gillian Anderson,Michael Gambon,Gurinder Chadha,independence religious conflict colonial india
The Devotion of Suspect X,2017,Mystery Thriller,Nick Wang,Zhang Lu-Yi,Ruby Lin,Alec Su,based on novel
The Zookeeper's Wife,2017,Drama History,Jessica Chastain,Johan Heldenbergh,Daniel Brühl,Niki Caro,holocaust world war ii nazis biography jewish zookeeper poland
Female Fight Club,2017,Drama Action,Amy Johnston,Cortney Palm,Rey Goyos,Miguel A. Ferrer,women fighting
Eloise,2017,Horror Mystery Thriller,Eliza Dushku,Robert Patrick,Chace Crawford,Robert Legato,michigan insane asylum inheritance death certificate haunted
Gifted,2017,Drama,Chris Evans,Mckenna Grace,Lindsay Duncan,Marc Webb,cat intellectually gifted child prodigy mathematics teacher prize child custody gifted children custody hearing math
Teen Titans: The Judas Contract,2017,Sci-Fi Animation Action,Stuart Allan,Jake T. Austin,Taissa Farmiga,Sam Liu,dc comics superhero based on comic superhero team
Louis C.K. 2017,2017,Comedy,Louis C.K.,[],[],Louis C.K.,stand-up comedy
Cantábrico: Los dominios del oso pardo,2017,Documentary,Carlos De Hita,[],[],Joaquín Gutiérrez Acha,naturaleza
Aftermath,2017,Drama Thriller,Arnold Schwarzenegger,Scoot McNairy,Maggie Grace,Elliott Lester,airport depression secret sadness forgiveness airplane mental breakdown investigation vigilante flight revenge grief tragedy lawyer airplane crash drinking death air traffic control based on true events accusation
Small Town Killers,2017,Comedy Crime Drama,Nicolas Bro,Ulrich Thomsen,Mia Lyhne,Ole Bornedal,hitman dark comedy
The Bigfoot Project,2017,Comedy,Andy Goldenberg,Emily Roya O'Brien,Nick Armstrong,Ricardo Herrera,horror spoof bigfoot hunter
The Case for Christ,2017,Drama,Mike Vogel,Erika Christensen,Faye Dunaway,Jon Gunn,christianity based on novel court case atheist based on true story religion trial
1 Mile to You,2017,Drama Romance,Graham Rogers,Billy Crudup,Liana Liberato,Leif Tilden,
Spark: A Space Tail,2017,Adventure Animation Comedy Family Sci-Fi,Jessica Biel,Hilary Swank,Susan Sarandon,Aaron Woodley,black hole space furry talking animal monkey space monster
"Everything, Everything",2017,Drama Romance,Amandla Stenberg,Nick Robinson,Anika Noni Rose,Stella Meghie,nurse isolation love neighbor teenage girl air teenage love illness based on young adult novel sheltered taking a risk
